term,count
biden,397
county,294
school,251
video,215
police,214
trump,211
photo,205
watch,190
city,182
week,175
woman,155
american,143
fire,134
republican,134
back,129
arrested,125
abortion,122
desanti,121
fall,119
football,118
house,116
high,115
crash,114
democrat,114
report,114
time,114
border,107
killed,104
people,101
death,100
down,93
game,92
million,90
shooting,90
help,89
military,86
plan,86
covid,83
open,83
student,83
migrant,82
florida,75
ukraine,75
west,74
found,69
bill,68
child,65
record,65
market,62
russia,61
official,60
president,60
colorado,57
south,57
vineyard,57
kansa,56
rate,54
breaking,53
claim,52
force,52
life,52
right,52
pandemic,51
world,51
family,50
need,49
court,46
change,45
former,45
group,45
election,43
suspect,43
threat,43
america,42
center,42
accused,41
illegal,41
north,41
event,40
poll,40
queen,39
teen,39
biden',38
community,38
dead,38
officer,38
september,38
crisi,36
fight,36
health,35
children,34
texa,34
vehicle,34
