term,count
super,284
bowl,268
black,245
love,180
school,178
trump,162
time,150
week,135
share,126
people,123
city,120
bill,114
down,96
plan,94
watch,93
health,91
right,90
back,86
video,85
february,84
help,84
report,81
student,80
american,79
history,79
world,79
star,78
police,67
game,64
need,64
song,63
house,62
president,62
rihanna,61
album,60
biden,59
death,59
life,59
court,58
review,55
shooting,55
michigan,53
republican,48
county,46
worker,45
million,42
community,41
york,41
open,39
work,38
care,37
college,37
public,37
tour,36
woman,35
talk,34
photo,33
single,33
story,33
book,32
election,32
live,32
university,30
listen,29
free,28
national,28
performance,28
ukraine,28
change,27
earthquake,27
face,27
family,27
meet,27
season,27
social,27
night,26
power,26
valentine',25
chief,24
east,24
return,24
high,23
nikki,23
reveal,23
support,23
bring,22
film,22
judge,22
team,22
