term,count
trump,335
israel,305
eclipse,286
abortion,176
biden,171
april,164
attack,163
time,159
gaza,153
solar,152
iran,148
people,148
watch,146
school,132
trial,130
black,129
court,129
back,120
city,119
star,118
right,115
world,113
week,104
student,103
high,92
plan,87
video,83
woman,77
police,76
house,71
help,67
game,66
life,64
total,64
down,63
election,63
report,61
open,58
million,56
share,56
money,55
israeli,51
season,51
national,50
need,50
trump’,47
death,45
family,45
american,41
face,41
health,40
month,38
future,37
photo,37
love,36
donald,35
history,35
judge,35
bill,34
official,34
review,34
claim,33
public,33
return,33
simpson,32
trump',32
former,31
worker,31
album,30
county,30
major,30
record,30
ukraine,30
civil,29
music,29
rule,28
palestinian,27
support,27
