term,count
trump,393
harri,237
school,153
city,148
election,147
week,139
black,129
county,122
kamala,121
game,120
back,110
people,103
donald,99
season,95
time,95
health,91
right,86
diddy,85
plan,85
open,84
police,84
september,82
student,79
star,73
voter,73
fall,64
lead,63
philly,63
former,61
attack,60
help,60
israel,59
life,59
american,58
rate,58
court,55
north,55
house,54
leader,54
para,53
federal,52
republican,51
down,50
official,47
death,46
eagle,46
million,46
review,45
sept,45
claim,43
vance,43
high,42
event,41
football,40
media,40
world,39
vote,38
report,37
video,37
national,36
book,35
president,35
hezbollah,34
center,33
face,33
live,33
ballot,32
night,31
study,31
team,31
community,30
brooklyn,29
care,29
carolina,29
