term,count
biden,358
county,323
police,262
abortion,237
fire,232
city,231
school,228
trump,223
house,208
shooting,203
watch,182
video,180
bill,157
week,154
american,146
time,144
florida,140
april,132
kansa,128
light,121
killed,118
desanti,116
photo,115
democrat,111
student,109
high,107
death,106
media,106
nebraska,105
arrested,104
spring,102
plan,99
report,96
court,95
national,95
back,94
people,90
china,89
crash,89
family,89
life,87
down,85
open,85
white,83
found,81
leak,81
louisville,80
tran,78
woman,76
republican,74
former,70
help,67
ukraine,67
document,65
military,65
lincoln,64
west,63
bank,57
charged,55
pill,55
lawmaker,54
child,53
dead,53
million,53
north,53
suspect,52
south,51
game,47
attack,45
missing,45
tennessee,45
need,44
texa,42
free,39
company,38
health,38
official,38
covid,37
officer,37
pentagon,37
star,37
twitter,37
crime,36
host,36
leaked,36
girl,35
world,35
church,34
live,34
right,34
teacher,34
team,33
accused,32
