term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,312,0.0624,305,0.061,5000
july,169,0.0338,162,0.0324,5000
man,154,0.0308,153,0.0306,5000
police,153,0.0306,149,0.0298,5000
county,132,0.0264,131,0.0262,5000
2023,128,0.0256,127,0.0254,5000
florida,111,0.0222,109,0.0218,5000
woman,99,0.0198,98,0.0196,5000
heat,95,0.019,95,0.019,5000
killed,95,0.019,95,0.019,5000
biden,88,0.0176,87,0.0174,5000
day,86,0.0172,86,0.0172,5000
star,86,0.0172,85,0.017,5000
summer,81,0.0162,80,0.016,5000
city,78,0.0156,76,0.0152,5000
old,78,0.0156,77,0.0154,5000
shooting,78,0.0156,78,0.0156,5000
world,72,0.0144,70,0.014,5000
house,70,0.014,70,0.014,5000
school,68,0.0136,67,0.0134,5000
found,67,0.0134,67,0.0134,5000
family,67,0.0134,67,0.0134,5000
free,67,0.0134,67,0.0134,5000
fans,65,0.013,65,0.013,5000
people,65,0.013,65,0.013,5000
watch,63,0.0126,62,0.0124,5000
million,63,0.0126,63,0.0126,5000
time,62,0.0124,62,0.0124,5000
high,61,0.0122,61,0.0122,5000
ukraine,60,0.012,60,0.012,5000
big,57,0.0114,52,0.0104,5000
california,57,0.0114,57,0.0114,5000
back,57,0.0114,53,0.0106,5000
south,57,0.0114,57,0.0114,5000
wimbledon,56,0.0112,55,0.011,5000
fire,56,0.0112,55,0.011,5000
women,55,0.011,54,0.0108,5000
win,54,0.0108,54,0.0108,5000
north,54,0.0108,53,0.0106,5000
homes,53,0.0106,53,0.0106,5000
china,53,0.0106,52,0.0104,5000
death,53,0.0106,52,0.0104,5000
week,52,0.0104,52,0.0104,5000
dead,52,0.0104,52,0.0104,5000
hot,51,0.0102,50,0.01,5000
court,51,0.0102,51,0.0102,5000
help,51,0.0102,51,0.0102,5000
american,50,0.01,50,0.01,5000
live,50,0.01,47,0.0094,5000
park,50,0.01,50,0.01,5000
love,49,0.0098,49,0.0098,5000
storms,48,0.0096,48,0.0096,5000
health,48,0.0096,46,0.0092,5000
iowa,48,0.0096,48,0.0096,5000
arrested,47,0.0094,47,0.0094,5000
fourth,47,0.0094,47,0.0094,5000
dies,46,0.0092,46,0.0092,5000
days,46,0.0092,46,0.0092,5000
game,46,0.0092,46,0.0092,5000
former,46,0.0092,46,0.0092,5000
national,45,0.009,45,0.009,5000
white,45,0.009,45,0.009,5000
york,45,0.009,45,0.009,5000
hit,45,0.009,45,0.009,5000
beach,44,0.0088,44,0.0088,5000
injured,44,0.0088,44,0.0088,5000
life,44,0.0088,43,0.0086,5000
sold,43,0.0086,43,0.0086,5000
strike,43,0.0086,43,0.0086,5000
judge,43,0.0086,43,0.0086,5000
set,43,0.0086,43,0.0086,5000
record,43,0.0086,42,0.0084,5000
suspect,43,0.0086,43,0.0086,5000
down,42,0.0084,42,0.0084,5000
military,42,0.0084,42,0.0084,5000
long,41,0.0082,41,0.0082,5000
reveals,41,0.0082,41,0.0082,5000
children,40,0.008,40,0.008,5000
report,40,0.008,40,0.008,5000
island,39,0.0078,39,0.0078,5000
war,39,0.0078,39,0.0078,5000
trump,39,0.0078,39,0.0078,5000
plan,39,0.0078,39,0.0078,5000
pa,39,0.0078,39,0.0078,5000
carolina,38,0.0076,37,0.0074,5000
russia,38,0.0076,37,0.0074,5000
missing,38,0.0076,38,0.0076,5000
u.s.,37,0.0074,37,0.0074,5000
weather,37,0.0074,35,0.007,5000
uk,37,0.0074,37,0.0074,5000
claims,37,0.0074,37,0.0074,5000
dog,37,0.0074,36,0.0072,5000
storm,37,0.0074,34,0.0068,5000
officer,37,0.0074,36,0.0072,5000
baby,36,0.0072,35,0.007,5000
accused,36,0.0072,36,0.0072,5000
car,36,0.0072,36,0.0072,5000
plans,35,0.007,35,0.007,5000
tv,35,0.007,34,0.0068,5000
service,35,0.007,35,0.007,5000
