term,count
trump,891
harri,523
attempt,312
assassination,305
school,297
bedroom,292
kamala,286
watch,272
county,244
omaha,195
biden,191
week,177
rate,170
police,169
report,161
time,156
city,155
election,155
brief,151
naturalnews.com,144
threat,142
house,141
high,138
democrat,136
shooting,127
israel,117
media,115
american,112
game,111
hezbollah,101
campaign,99
fire,98
service,95
life,93
football,90
down,86
arrested,82
photo,82
plan,82
vote,79
september,77
bill,76
voter,75
back,74
abortion,72
help,72
woman,71
attack,70
crash,70
poll,70
student,68
open,67
fall,66
secret,62
court,60
north,60
pager,60
post,57
florida,51
donald,50
sept,50
debate,49
security,49
former,48
people,48
rally,48
charged,47
killed,47
west,46
national,45
video,44
claim,43
judge,43
official,43
president,43
need,40
community,39
ohio,39
season,39
suspect,38
charge,37
family,36
month,36
nebraska,36
million,35
start,35
team,35
death,34
face,34
trump',34
carolina,33
south,33
support,32
federal,31
