term,count
trump,659
harri,534
helene,297
bedroom,284
watch,284
kamala,278
county,270
biden,240
school,213
brief,205
omaha,187
hurricane,181
week,178
israel,164
football,147
hezbollah,145
election,143
game,136
police,131
city,127
high,126
photo,126
north,125
report,123
campaign,117
florida,111
american,110
time,104
naturalnews.com,102
shooting,101
border,100
storm,100
fall,99
arrested,97
death,97
back,96
down,96
strike,95
plan,93
help,87
million,82
president,82
house,78
leader,76
nebraska,75
service,75
people,74
dead,73
killed,73
video,73
woman,73
york,73
crash,72
fire,70
west,70
america,66
voter,66
bill,65
national,65
carolina,63
september,60
democrat,58
power,58
visit,58
media,57
team,57
charge,56
east,56
south,54
open,51
abortion,50
former,50
group,50
lebanon,50
live,49
poll,48
court,47
free,47
right,47
middle,46
assassination,45
need,45
charged,44
mayor,44
colorado,43
life,40
ohio,40
star,39
accused,38
secret,38
family,37
college,35
latest,35
season,35
claim,34
kill,34
penn,34
weekend,34
