term,count
july,392
trump,174
court,161
people,155
police,149
summer,141
right,135
back,131
black,131
time,123
fourth,120
shooting,114
star,111
ukraine,108
twitter,103
week,99
house,94
city,93
attack,90
white,89
killed,82
death,80
supreme,79
woman,77
american,76
plan,76
worker,76
game,75
video,71
biden,70
west,69
open,68
watch,68
love,67
help,66
dead,65
down,62
report,61
world,61
jenin,60
action,57
thread,56
life,54
live,54
party,52
anti,51
need,51
israel,50
russia,47
return,46
found,45
health,45
share,45
free,44
change,43
china,43
claim,42
fire,42
social,41
record,37
media,36
fall,34
deal,33
work,33
desanti,32
climate,30
water,30
affirmative,29
bank,29
strike,29
million,28
power,28
barbie,27
face,27
