term,count
trump,365
june,168
pride,163
black,162
city,160
house,149
world,142
time,138
school,135
summer,133
people,125
right,124
court,122
lgbtq,119
share,115
bill,109
back,107
tony,98
american,97
celebrate,95
video,95
open,93
juneteenth,91
star,88
climate,81
tour,79
community,78
song,77
game,71
week,71
music,69
need,69
down,68
award,67
biden,66
donald,66
white,65
watch,60
life,59
indictment,58
police,58
help,57
park,56
plan,53
album,52
report,52
death,51
live,50
republican,50
change,49
federal,47
love,47
film,43
street,43
million,42
family,41
public,39
talk,38
texa,36
local,34
miami,34
supreme,34
ukraine,34
event,33
return,33
company,32
former,32
history,32
photo,32
food,31
team,31
charge,29
coming,29
work,28
worker,28
book,27
center,27
health,27
high,27
