term,count
black,276
ukraine,245
time,149
history,133
city,129
share,127
people,125
bill,122
star,115
biden,104
video,104
trump,103
back,102
school,102
right,100
student,91
police,90
week,89
court,84
life,84
watch,79
health,75
help,72
world,72
album,71
february,70
change,63
game,60
need,58
president,57
work,57
open,55
street,54
woman,54
care,50
east,50
house,50
season,50
american,47
award,47
food,45
month,45
photo,45
train,45
ohio,43
report,43
public,42
review,42
russia,42
former,41
tour,39
return,36
weekend,36
worker,36
county,35
family,35
song,35
national,34
down,33
coming,32
community,32
high,32
story,32
plan,30
russian,30
face,29
fall,29
michigan,29
supreme,29
death,28
live,28
republican,28
music,27
release,27
claim,25
film,25
love,25
basketball,24
company,24
million,24
