term,count
trump,971
watch,261
bedroom,255
pick,227
gaetz,223
county,221
trump’,205
school,194
police,189
biden,185
omaha,175
holiday,171
game,169
democrat,165
election,156
trump',155
november,150
naturalnews.com,148
thanksgiving,147
report,146
city,140
attorney,138
house,138
american,136
time,136
matt,134
plan,134
week,133
senate,130
ukraine,130
president,123
fire,109
secretary,106
court,105
former,105
high,102
basketball,101
college,99
crash,97
down,96
death,95
brief,92
season,87
illegal,86
student,82
million,79
russia,75
north,73
shooting,73
arrested,70
football,70
republican,70
photo,69
official,64
leader,63
south,59
lead,57
woman,57
judge,56
media,52
health,51
team,51
vehicle,51
back,50
help,50
arrest,48
host,48
family,47
bondi,46
need,46
right,45
stock,45
laken,44
return,44
donald,43
west,43
issue,41
award,40
morning,40
murder,40
musk,40
security,40
deportation,39
open,39
people,38
star,38
attack,37
change,37
life,37
christma,36
fall,36
government,36
bill,35
dead,35
