term,term_count,term_ratio,doc_count,doc_ratio,sample_size
2025,357,0.0714,342,0.0684,5000
new,331,0.0662,325,0.065,5000
trump,218,0.0436,218,0.0436,5000
results,134,0.0268,134,0.0268,5000
ai,133,0.0266,127,0.0254,5000
announces,130,0.026,130,0.026,5000
quarter,121,0.0242,121,0.0242,5000
market,94,0.0188,93,0.0186,5000
world,88,0.0176,87,0.0174,5000
football,80,0.016,80,0.016,5000
win,80,0.016,79,0.0158,5000
reports,77,0.0154,77,0.0154,5000
season,76,0.0152,74,0.0148,5000
financial,75,0.015,73,0.0146,5000
report,72,0.0144,72,0.0144,5000
game,67,0.0134,64,0.0128,5000
halloween,66,0.0132,66,0.0132,5000
november,65,0.013,65,0.013,5000
old,64,0.0128,62,0.0124,5000
vs,64,0.0128,64,0.0128,5000
high,63,0.0126,61,0.0122,5000
exclusive,63,0.0126,63,0.0126,5000
life,61,0.0122,61,0.0122,5000
free,60,0.012,59,0.0118,5000
shutdown,60,0.012,60,0.012,5000
school,59,0.0118,59,0.0118,5000
police,59,0.0118,57,0.0114,5000
county,59,0.0118,59,0.0118,5000
week,59,0.0118,57,0.0114,5000
2026,59,0.0118,59,0.0118,5000
day,58,0.0116,58,0.0116,5000
man,58,0.0116,57,0.0114,5000
million,57,0.0114,55,0.011,5000
help,56,0.0112,56,0.0112,5000
back,56,0.0112,55,0.011,5000
watch,56,0.0112,54,0.0108,5000
time,54,0.0108,53,0.0106,5000
china,54,0.0108,53,0.0106,5000
business,54,0.0108,53,0.0106,5000
federal,53,0.0106,53,0.0106,5000
dies,53,0.0106,53,0.0106,5000
deal,52,0.0104,52,0.0104,5000
launches,52,0.0104,52,0.0104,5000
house,51,0.0102,50,0.01,5000
wins,50,0.01,50,0.01,5000
health,50,0.01,48,0.0096,5000
dead,49,0.0098,48,0.0096,5000
college,49,0.0098,49,0.0098,5000
city,49,0.0098,49,0.0098,5000
key,49,0.0098,49,0.0098,5000
election,48,0.0096,48,0.0096,5000
shares,47,0.0094,47,0.0094,5000
people,47,0.0094,47,0.0094,5000
billion,47,0.0094,46,0.0092,5000
melissa,47,0.0094,47,0.0094,5000
series,47,0.0094,47,0.0094,5000
hurricane,46,0.0092,46,0.0092,5000
former,45,0.009,45,0.009,5000
group,45,0.009,43,0.0086,5000
power,44,0.0088,42,0.0084,5000
holiday,44,0.0088,43,0.0086,5000
nov,44,0.0088,44,0.0088,5000
nfl,44,0.0088,44,0.0088,5000
food,44,0.0088,42,0.0084,5000
set,43,0.0086,43,0.0086,5000
public,43,0.0086,43,0.0086,5000
administration,43,0.0086,43,0.0086,5000
chicago,43,0.0086,43,0.0086,5000
family,42,0.0084,42,0.0084,5000
national,42,0.0084,42,0.0084,5000
president,42,0.0084,42,0.0084,5000
women,42,0.0084,42,0.0084,5000
global,42,0.0084,41,0.0082,5000
love,42,0.0084,38,0.0076,5000
tech,42,0.0084,42,0.0084,5000
court,41,0.0082,41,0.0082,5000
star,41,0.0082,41,0.0082,5000
death,41,0.0082,41,0.0082,5000
trade,41,0.0082,41,0.0082,5000
lead,40,0.008,40,0.008,5000
south,40,0.008,39,0.0078,5000
so,40,0.008,39,0.0078,5000
25,39,0.0078,38,0.0076,5000
data,39,0.0078,39,0.0078,5000
real,39,0.0078,39,0.0078,5000
government,39,0.0078,39,0.0078,5000
company,38,0.0076,38,0.0076,5000
class,38,0.0076,34,0.0068,5000
down,38,0.0076,38,0.0076,5000
york,38,0.0076,38,0.0076,5000
long,37,0.0074,37,0.0074,5000
team,37,0.0074,37,0.0074,5000
north,37,0.0074,37,0.0074,5000
big,37,0.0074,37,0.0074,5000
live,37,0.0074,36,0.0072,5000
security,36,0.0072,35,0.007,5000
law,36,0.0072,36,0.0072,5000
energy,36,0.0072,35,0.007,5000
investors,36,0.0072,35,0.007,5000
race,36,0.0072,36,0.0072,5000
