term,count
biden,497
county,273
school,249
police,209
classified,197
city,193
bill,191
house,188
shooting,157
report,156
video,156
document,148
life,148
american,144
photo,144
covid,139
woman,139
back,137
arrested,133
watch,132
time,131
found,122
court,121
fire,120
death,112
former,111
trump,109
charged,108
abortion,107
high,106
killed,105
million,101
biden',100
nebraska,97
world,97
crash,94
week,89
plan,87
florida,85
people,84
chief,82
student,82
game,81
white,81
south,79
basketball,73
girl,72
davo,71
national,68
west,68
desanti,66
down,65
family,63
ukraine,62
kansa,61
murder,56
republican,56
media,55
snow,54
vaccine,54
charge,53
right,53
help,52
scandal,52
dead,49
shot,49
suspect,49
missing,48
claim,47
face,47
attack,46
january,45
month,45
program,45
north,43
official,43
arrest,42
open,42
center,41
change,41
good,41
player,41
virginia,40
child,39
officer,39
group,38
texa,38
church,37
college,37
need,37
accused,36
economic,36
investigation,36
fall,35
public,34
