term,count
trump,258
school,216
black,184
people,150
time,143
back,134
week,126
right,122
game,119
police,118
video,110
city,109
house,102
review,102
share,101
student,100
life,93
august,91
monkeypox,88
abortion,85
open,84
watch,79
album,78
judge,78
release,76
county,73
star,73
work,72
health,66
down,64
court,61
plan,61
song,61
covid,57
public,56
republican,56
season,56
return,55
park,53
election,51
deal,48
live,48
family,47
biden,44
west,44
world,44
million,43
need,43
texa,42
american,40
york,40
good,39
help,39
woman,39
death,38
music,38
reveal,36
power,35
climate,34
florida,34
race,34
history,33
summer,33
face,30
former,30
listen,30
change,29
coming,29
donald,29
weekend,29
white,29
cheney,28
free,28
report,28
story,28
talk,28
israel,27
local,27
group,26
latest,26
lgbtq,26
high,24
