term,count
election,543
biden,379
trump,324
county,309
democrat,288
republican,275
veteran,267
midterm,248
race,210
desanti,204
senate,197
vote,197
voter,197
police,183
house,180
photo,157
time,156
school,149
watch,142
florida,140
student,140
twitter,135
video,135
down,134
city,133
american,130
crash,130
week,126
musk,121
fire,111
ballot,105
back,91
arizona,90
report,86
result,84
abortion,78
season,76
dead,75
elon,75
game,75
need,75
breaking,66
people,66
high,62
official,59
colorado,57
inflation,57
north,57
woman,57
life,56
plan,56
killed,55
death,53
help,53
south,53
governor,52
night,52
texa,52
billion,51
covid,51
live,51
world,51
open,50
america,49
football,49
found,49
million,49
ukraine,49
west,49
arrested,47
suspect,46
media,44
loan,43
right,43
climate,42
shooting,42
control,41
kari,41
claim,40
georgia,40
district,39
award,36
holiday,36
seat,36
host,35
lead,35
wave,35
white,35
court,34
president,33
voting,33
