term,count
trump,422
gaza,214
protest,198
student,184
court,155
people,139
draft,138
trial,138
biden,132
time,117
police,115
game,111
week,109
israel,108
school,107
april,99
back,99
right,99
video,99
house,95
down,86
black,84
election,82
watch,81
star,78
york,78
palestinian,77
city,76
world,75
change,66
university,66
bill,64
claim,63
death,62
plan,61
harvey,60
open,59
report,59
return,57
share,57
supreme,57
round,56
israeli,55
work,55
high,54
killed,53
tiktok,53
help,52
sery,51
face,50
white,50
health,49
live,49
trump’,49
campus,47
former,47
arrested,46
donald,46
season,45
american,44
conviction,41
team,41
photo,39
pick,39
song,39
college,38
protester,37
woman,37
life,36
music,36
deal,35
good,34
climate,33
need,33
power,32
worker,31
album,30
ukraine,30
community,29
latest,29
million,29
review,29
russian,29
