term,count
thanksgiving,716
holiday,317
biden,305
hama,287
police,253
american,234
israel,227
county,221
fire,215
video,208
friday,203
deal,202
black,194
report,191
trump,186
former,181
turkey,177
game,173
hostage,173
watch,172
school,171
season,157
crash,147
shooting,147
week,129
back,127
city,121
court,121
woman,120
family,117
football,117
media,116
south,114
dead,110
million,109
high,104
north,100
house,99
time,95
arrested,92
gaza,92
president,89
death,88
killed,87
carolina,84
people,78
down,77
open,76
release,75
taylor,75
right,71
help,69
rosalynn,68
change,67
free,67
need,66
florida,65
food,65
york,65
community,64
accused,61
attack,61
christma,60
iowa,57
return,57
swift,56
chief,54
election,54
official,51
hospital,50
israeli,50
carter,48
lawsuit,48
company,46
travi,46
democrat,44
kansa,44
palestinian,44
covid,42
missing,42
appeal,41
federal,40
sale,40
travel,40
west,40
officer,39
plan,39
price,39
rule,39
service,39
world,39
