term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,944,0.189,940,0.188,5000
new,322,0.0644,313,0.0626,5000
musk,152,0.0304,151,0.0302,5000
judge,105,0.021,105,0.021,5000
social,105,0.021,105,0.021,5000
gaza,103,0.0206,103,0.0206,5000
black,95,0.019,92,0.0184,5000
elon,90,0.018,89,0.0178,5000
security,89,0.0178,89,0.0178,5000
israel,89,0.0178,89,0.0178,5000
federal,83,0.0166,83,0.0166,5000
down,82,0.0164,82,0.0164,5000
war,80,0.016,80,0.016,5000
women,80,0.016,75,0.015,5000
boston,78,0.0156,78,0.0156,5000
back,76,0.0152,76,0.0152,5000
white,76,0.0152,73,0.0146,5000
day,76,0.0152,76,0.0152,5000
2025,75,0.015,75,0.015,5000
gop,71,0.0142,71,0.0142,5000
win,70,0.014,70,0.014,5000
people,69,0.0138,68,0.0136,5000
court,68,0.0136,68,0.0136,5000
administration,67,0.0134,67,0.0134,5000
ncaa,66,0.0132,66,0.0132,5000
march,65,0.013,64,0.0128,5000
house,62,0.0124,61,0.0122,5000
doge,62,0.0124,62,0.0124,5000
education,61,0.0122,61,0.0122,5000
america,60,0.012,60,0.012,5000
vs,60,0.012,59,0.0118,5000
cuts,59,0.0118,59,0.0118,5000
time,59,0.0118,58,0.0116,5000
man,56,0.0112,56,0.0112,5000
watch,56,0.0112,55,0.011,5000
free,55,0.011,52,0.0104,5000
law,55,0.011,55,0.011,5000
legal,55,0.011,54,0.0108,5000
u.s.,54,0.0108,54,0.0108,5000
city,53,0.0106,53,0.0106,5000
ukraine,53,0.0106,53,0.0106,5000
order,53,0.0106,52,0.0104,5000
tesla,53,0.0106,52,0.0104,5000
schumer,52,0.0104,51,0.0102,5000
history,51,0.0102,51,0.0102,5000
department,50,0.01,50,0.01,5000
world,49,0.0098,49,0.0098,5000
john,48,0.0096,44,0.0088,5000
spring,48,0.0096,48,0.0096,5000
former,48,0.0096,48,0.0096,5000
report,48,0.0096,48,0.0096,5000
roundup,47,0.0094,47,0.0094,5000
plan,47,0.0094,47,0.0094,5000
donald,47,0.0094,47,0.0094,5000
fire,47,0.0094,45,0.009,5000
bill,46,0.0092,44,0.0088,5000
red,46,0.0092,46,0.0092,5000
nyc,46,0.0092,45,0.009,5000
files,45,0.009,44,0.0088,5000
power,45,0.009,44,0.0088,5000
st,45,0.009,44,0.0088,5000
american,45,0.009,45,0.009,5000
week,44,0.0088,43,0.0086,5000
life,44,0.0088,43,0.0086,5000
news,44,0.0088,42,0.0084,5000
public,43,0.0086,43,0.0086,5000
putin,43,0.0086,43,0.0086,5000
police,43,0.0086,43,0.0086,5000
media,42,0.0084,42,0.0084,5000
ex,42,0.0084,42,0.0084,5000
good,42,0.0084,40,0.008,5000
big,42,0.0084,41,0.0082,5000
dies,42,0.0084,42,0.0084,5000
texas,41,0.0082,40,0.008,5000
deal,41,0.0082,40,0.008,5000
west,41,0.0082,38,0.0076,5000
attacks,41,0.0082,41,0.0082,5000
game,41,0.0082,41,0.0082,5000
celtics,40,0.008,40,0.008,5000
takes,39,0.0078,39,0.0078,5000
host,39,0.0078,39,0.0078,5000
listen,39,0.0078,39,0.0078,5000
health,39,0.0078,37,0.0074,5000
family,38,0.0076,38,0.0076,5000
ice,38,0.0076,38,0.0076,5000
so,38,0.0076,37,0.0074,5000
tournament,38,0.0076,38,0.0076,5000
experts,38,0.0076,38,0.0076,5000
center,37,0.0074,37,0.0074,5000
town,37,0.0074,37,0.0074,5000
columbia,37,0.0074,37,0.0074,5000
democrats,37,0.0074,37,0.0074,5000
ceasefire,37,0.0074,37,0.0074,5000
rights,37,0.0074,36,0.0072,5000
death,37,0.0074,37,0.0074,5000
judges,37,0.0074,37,0.0074,5000
open,37,0.0074,36,0.0072,5000
season,36,0.0072,36,0.0072,5000
fight,36,0.0072,36,0.0072,5000
key,35,0.007,35,0.007,5000
