term,count
election,404
black,293
midterm,247
trump,229
democrat,205
race,184
right,174
twitter,154
time,149
senate,148
republican,142
week,138
climate,136
voter,128
people,123
world,120
school,115
house,108
county,97
city,91
veteran,89
star,85
down,82
back,81
watch,80
biden,78
share,74
elon,73
november,72
abortion,70
wakanda,70
panther,66
plan,66
police,66
live,64
student,63
american,59
open,59
change,58
love,56
vote,56
life,55
season,55
ballot,54
need,52
game,50
woman,49
night,47
musk,46
west,45
texa,44
control,43
music,41
return,41
video,41
candidate,38
help,38
history,38
death,37
result,36
wave,36
release,33
here',32
report,32
talk,31
women,31
review,30
face,29
party,29
seat,29
dead,28
family,28
million,28
public,28
health,27
song,27
john,26
anti,25
future,25
high,25
national,25
rock,25
russian,25
community,24
story,24
album,23
donald,23
loss,23
nevada,23
