term,count
trump,194
black,173
city,170
west,162
school,148
time,140
student,137
candidate,133
election,125
kanye,123
october,123
right,122
video,115
week,113
back,110
people,110
house,107
world,103
share,98
plan,93
court,91
open,90
covid,78
report,76
american,74
review,74
need,73
help,69
family,66
music,66
republican,65
watch,64
album,63
high,63
ukraine,62
police,61
county,59
halloween,59
health,55
district,53
fall,51
game,51
face,50
live,50
biden,49
rolling,49
social,49
season,47
race,46
down,44
life,44
release,44
love,42
death,41
million,40
star,39
history,38
good,37
debate,36
questionnaire,36
women,36
woman,35
community,34
future,34
council,33
former,33
song,32
weekend,32
photo,30
return,30
board,29
judge,29
power,29
food,28
month,28
story,28
drop,26
midterm,25
change,24
street,24
taylor,24
climate,23
free,23
local,23
