term,count
holiday,312
christma,299
trump,264
world,172
time,149
report,148
house,144
people,133
watch,127
committee,121
black,118
winter,108
right,106
school,106
city,102
life,91
season,85
week,82
twitter,81
police,79
back,75
bill,74
album,71
plan,69
star,66
down,64
game,62
story,61
health,60
need,58
january,57
trial,57
republican,56
help,55
ukraine,55
covid,54
final,52
public,52
congress,51
court,51
video,51
county,48
share,48
american,46
history,46
review,46
megan,45
biden,42
climate,42
food,42
million,40
december,39
favorite,39
shooting,39
former,38
release,37
women,37
work,37
thee,36
worker,36
election,35
musk,35
night,35
photo,35
charge,34
death,34
family,34
hanukkah,34
high,34
free,33
live,33
open,33
return,33
president,32
gift,31
music,31
donald,29
criminal,27
party,27
storm,27
judge,25
