term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,272,0.0544,268,0.0536,5000
2024,145,0.029,145,0.029,5000
biden,140,0.028,140,0.028,5000
israel,129,0.0258,129,0.0258,5000
trump,124,0.0248,119,0.0238,5000
man,121,0.0242,121,0.0242,5000
april,112,0.0224,104,0.0208,5000
police,108,0.0216,108,0.0216,5000
trial,99,0.0198,99,0.0198,5000
win,97,0.0194,96,0.0192,5000
city,94,0.0188,94,0.0188,5000
iran,94,0.0188,94,0.0188,5000
women,93,0.0186,92,0.0184,5000
day,90,0.018,90,0.018,5000
county,88,0.0176,88,0.0176,5000
game,85,0.017,77,0.0154,5000
attack,84,0.0168,84,0.0168,5000
time,80,0.016,80,0.016,5000
dies,75,0.015,75,0.015,5000
school,74,0.0148,73,0.0146,5000
people,72,0.0144,71,0.0142,5000
court,72,0.0144,72,0.0144,5000
woman,71,0.0142,71,0.0142,5000
free,70,0.014,69,0.0138,5000
old,69,0.0138,68,0.0136,5000
sports,69,0.0138,69,0.0138,5000
star,68,0.0136,68,0.0136,5000
back,68,0.0136,63,0.0126,5000
former,67,0.0134,66,0.0132,5000
high,66,0.0132,66,0.0132,5000
ap,65,0.013,64,0.0128,5000
house,63,0.0126,62,0.0124,5000
down,62,0.0124,62,0.0124,5000
florida,61,0.0122,61,0.0122,5000
world,61,0.0122,60,0.012,5000
simpson,61,0.0122,51,0.0102,5000
money,61,0.0122,61,0.0122,5000
south,60,0.012,60,0.012,5000
masters,57,0.0114,54,0.0108,5000
draft,56,0.0112,54,0.0108,5000
shooting,54,0.0108,54,0.0108,5000
west,54,0.0108,53,0.0106,5000
ex,54,0.0108,54,0.0108,5000
dead,53,0.0106,53,0.0106,5000
record,53,0.0106,51,0.0102,5000
north,53,0.0106,52,0.0104,5000
team,52,0.0104,50,0.01,5000
watch,51,0.0102,51,0.0102,5000
national,51,0.0102,50,0.01,5000
murder,51,0.0102,51,0.0102,5000
family,50,0.01,50,0.01,5000
war,50,0.01,50,0.01,5000
eclipse,50,0.01,49,0.0098,5000
death,50,0.01,50,0.01,5000
live,50,0.01,47,0.0094,5000
help,49,0.0098,49,0.0098,5000
week,49,0.0098,48,0.0096,5000
students,48,0.0096,47,0.0094,5000
u.s.,48,0.0096,47,0.0094,5000
ukraine,48,0.0096,48,0.0096,5000
crash,47,0.0094,47,0.0094,5000
fans,47,0.0094,47,0.0094,5000
set,47,0.0094,47,0.0094,5000
killed,47,0.0094,47,0.0094,5000
found,46,0.0092,46,0.0092,5000
fire,45,0.009,45,0.009,5000
nba,45,0.009,44,0.0088,5000
american,45,0.009,45,0.009,5000
arrested,44,0.0088,44,0.0088,5000
china,44,0.0088,41,0.0082,5000
vs,44,0.0088,44,0.0088,5000
ban,44,0.0088,44,0.0088,5000
naturalnews.com,43,0.0086,43,0.0086,5000
public,43,0.0086,43,0.0086,5000
aid,43,0.0086,43,0.0086,5000
accused,42,0.0084,42,0.0084,5000
ncaa,42,0.0084,42,0.0084,5000
big,41,0.0082,39,0.0078,5000
life,41,0.0082,41,0.0082,5000
million,40,0.008,40,0.008,5000
hit,39,0.0078,39,0.0078,5000
military,39,0.0078,39,0.0078,5000
nfl,39,0.0078,39,0.0078,5000
report,38,0.0076,38,0.0076,5000
charged,38,0.0076,38,0.0076,5000
shot,38,0.0076,38,0.0076,5000
president,37,0.0074,37,0.0074,5000
p.m,37,0.0074,37,0.0074,5000
child,37,0.0074,37,0.0074,5000
olympic,37,0.0074,33,0.0066,5000
work,36,0.0072,36,0.0072,5000
york,36,0.0072,36,0.0072,5000
title,36,0.0072,36,0.0072,5000
health,36,0.0072,36,0.0072,5000
carolina,36,0.0072,35,0.007,5000
summarybrief,36,0.0072,36,0.0072,5000
edt,36,0.0072,36,0.0072,5000
colorado,36,0.0072,35,0.007,5000
car,36,0.0072,36,0.0072,5000
east,35,0.007,35,0.007,5000
