term,count
trump,528
biden,363
school,315
bill,276
police,248
county,233
house,208
city,199
desanti,185
watch,179
high,169
video,164
report,163
american,150
arrested,146
student,139
march,132
back,128
shooting,126
fire,123
bank,117
tiktok,116
florida,108
former,107
court,106
plan,105
woman,104
arrest,100
crash,97
death,96
spring,95
down,93
found,93
kansa,93
killed,92
people,90
china,87
photo,87
white,84
time,80
million,79
missing,79
right,79
covid,78
claim,75
west,75
ukraine,71
parent,67
president,66
help,65
lawmaker,65
bragg,64
indictment,64
family,63
colorado,61
national,61
week,61
officer,59
dead,58
north,57
world,56
republican,55
sign,50
abortion,49
warn,48
attack,47
health,45
team,45
child,44
coming,44
nebraska,44
women,44
east,42
russia,42
shot,42
charged,41
work,41
america,40
life,40
open,40
change,39
need,39
teen,39
season,37
south,37
texa,37
democrat,35
senate,35
jersey,34
putin,34
