term,count
trump,498
harri,376
kamala,187
open,185
school,162
back,159
season,155
time,148
black,145
police,137
election,134
right,117
star,114
campaign,113
people,112
city,110
gaza,110
game,107
down,99
week,99
fall,92
labor,91
plan,88
court,83
student,82
work,75
million,74
attack,72
weekend,67
county,65
former,64
worker,63
watch,62
august,61
world,59
arlington,58
help,58
report,58
video,58
israel,57
share,57
paralympic,55
family,54
high,54
israeli,53
woman,53
history,51
september,51
west,51
killed,50
official,49
trump’,49
american,48
interview,47
park,47
face,46
review,46
film,45
team,45
voter,45
death,44
power,44
strike,40
donald,39
fire,38
health,37
need,37
return,37
house,36
vance,36
water,36
long,35
national,35
bank,34
deal,34
found,34
football,32
life,32
photo,31
tour,31
group,29
media,29
arrest,28
festival,28
