term,count
trump,472
report,188
game,170
pick,155
time,148
black,146
health,129
school,128
trump’,128
holiday,115
city,112
open,110
donald,102
para,100
week,91
election,90
gaetz,88
police,86
earning,85
plan,85
people,84
life,83
season,79
help,78
star,77
million,75
november,73
matt,66
death,65
lead,64
deal,63
down,63
back,62
rico,61
trump',60
student,59
house,57
puerto,57
climate,55
change,52
thanksgiving,52
score,50
county,49
sale,49
american,46
fire,46
north,44
video,44
right,42
court,41
wicked,41
arrest,39
israel,39
former,37
face,36
power,36
republican,36
south,36
friday,35
award,34
bill,34
washington,34
family,33
history,32
winning,32
work,32
release,31
ukraine,31
world,31
york,31
live,30
study,30
watch,30
public,29
talk,29
team,29
album,28
attorney,28
community,28
