term,count
biden,368
school,318
county,297
video,252
police,220
trump,198
abortion,190
migrant,190
vineyard,181
photo,174
city,173
democrat,168
watch,166
illegal,165
week,165
american,160
desanti,154
inflation,154
back,147
crash,137
student,136
time,131
report,129
woman,127
high,126
house,116
border,112
plan,112
republican,104
down,98
people,98
football,96
covid,94
life,94
bill,93
death,93
killed,92
florida,87
martha',87
strike,86
arrested,83
court,82
fall,79
former,78
help,77
ukraine,77
found,76
white,73
deal,72
west,71
claim,68
colorado,68
right,68
open,67
election,66
queen,66
shooting,65
fire,62
health,61
family,58
judge,58
breaking,51
month,51
immigrant,50
nebraska,50
harri,48
senate,48
shot,48
game,47
governor,46
president,46
university,46
official,44
dead,43
suspect,42
million,41
crisi,40
media,40
leader,39
market,39
need,39
company,38
event,37
kamala,37
military,37
south,37
texa,37
charge,36
continue,36
group,36
murder,36
america,35
college,35
board,34
russian,34
