term,count
trump,860
fire,449
biden,365
wildfire,324
watch,263
california,250
bedroom,245
court,227
president,223
county,217
january,201
trump’,201
report,192
omaha,161
angele,159
down,158
school,156
city,145
winter,143
jimmy,140
time,140
house,132
basketball,129
bill,120
police,119
game,117
democrat,112
back,110
help,110
former,109
high,107
carter,106
snow,104
change,102
naturalnews.com,99
stock,99
supreme,96
american,95
money,95
plan,94
newsom,92
latest,90
leader,87
week,86
college,85
sentencing,82
greenland,81
death,78
photo,77
storm,76
service,74
judge,72
open,72
election,71
video,71
trump',70
attack,69
official,69
south,67
million,63
weather,61
return,60
arrested,58
america,57
family,57
national,56
people,56
killed,55
trudeau,54
woman,54
funeral,52
donald,51
media,50
florida,49
policy,46
victim,46
block,45
season,44
meta,43
need,43
pick,43
power,43
north,42
fact,41
star,40
accused,39
deal,39
penn,39
release,39
senate,38
shooting,38
water,38
fall,36
mayor,35
right,35
