term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,155,0.155,154,0.154,1000
new,68,0.068,67,0.067,1000
iran,58,0.058,57,0.057,1000
world,51,0.051,51,0.051,1000
deal,42,0.042,42,0.042,1000
cup,41,0.041,41,0.041,1000
black,35,0.035,34,0.034,1000
war,26,0.026,25,0.025,1000
summer,24,0.024,24,0.024,1000
2026,22,0.022,22,0.022,1000
obama,22,0.022,20,0.02,1000
report,21,0.021,21,0.021,1000
history,21,0.021,21,0.021,1000
gop,20,0.02,20,0.02,1000
white,19,0.019,18,0.018,1000
juneteenth,19,0.019,19,0.019,1000
people,19,0.019,18,0.018,1000
boston,17,0.017,17,0.017,1000
u.s.,16,0.016,16,0.016,1000
house,16,0.016,16,0.016,1000
israel,16,0.016,16,0.016,1000
center,16,0.016,16,0.016,1000
american,15,0.015,15,0.015,1000
vance,15,0.015,15,0.015,1000
former,15,0.015,15,0.015,1000
week,13,0.013,12,0.012,1000
public,13,0.013,13,0.013,1000
june,13,0.013,13,0.013,1000
city,12,0.012,11,0.011,1000
family,12,0.012,12,0.012,1000
big,12,0.012,12,0.012,1000
day,12,0.012,12,0.012,1000
story,12,0.012,12,0.012,1000
star,12,0.012,12,0.012,1000
list,12,0.012,12,0.012,1000
national,12,0.012,12,0.012,1000
reveals,11,0.011,11,0.011,1000
so,11,0.011,11,0.011,1000
officials,11,0.011,11,0.011,1000
vs,11,0.011,11,0.011,1000
senate,11,0.011,11,0.011,1000
school,11,0.011,11,0.011,1000
america,11,0.011,11,0.011,1000
ice,10,0.01,9,0.009,1000
back,10,0.01,10,0.01,1000
end,10,0.01,10,0.01,1000
freedom,10,0.01,10,0.01,1000
high,10,0.01,10,0.01,1000
early,10,0.01,9,0.009,1000
knicks,10,0.01,10,0.01,1000
ufc,10,0.01,10,0.01,1000
open,10,0.01,10,0.01,1000
ai,9,0.009,9,0.009,1000
peace,9,0.009,9,0.009,1000
lead,9,0.009,9,0.009,1000
secret,9,0.009,9,0.009,1000
republican,9,0.009,9,0.009,1000
awards,9,0.009,9,0.009,1000
life,9,0.009,9,0.009,1000
island,9,0.009,9,0.009,1000
win,9,0.009,9,0.009,1000
jd,9,0.009,9,0.009,1000
gay,9,0.009,9,0.009,1000
fire,9,0.009,7,0.007,1000
portland,9,0.009,9,0.009,1000
court,9,0.009,9,0.009,1000
woman,9,0.009,9,0.009,1000
media,9,0.009,9,0.009,1000
music,9,0.009,9,0.009,1000
pool,9,0.009,9,0.009,1000
time,9,0.009,9,0.009,1000
dies,9,0.009,9,0.009,1000
fight,9,0.009,9,0.009,1000
congress,8,0.008,8,0.008,1000
dc,8,0.008,8,0.008,1000
oregon,8,0.008,8,0.008,1000
pride,8,0.008,8,0.008,1000
father,8,0.008,8,0.008,1000
fans,8,0.008,8,0.008,1000
primary,8,0.008,8,0.008,1000
prices,8,0.008,8,0.008,1000
game,8,0.008,8,0.008,1000
england,8,0.008,8,0.008,1000
strait,8,0.008,8,0.008,1000
hormuz,8,0.008,8,0.008,1000
opening,8,0.008,8,0.008,1000
sox,8,0.008,7,0.007,1000
maga,8,0.008,8,0.008,1000
right,8,0.008,8,0.008,1000
book,8,0.008,8,0.008,1000
plan,8,0.008,8,0.008,1000
set,8,0.008,8,0.008,1000
presidential,8,0.008,7,0.007,1000
health,8,0.008,8,0.008,1000
celebrate,7,0.007,7,0.007,1000
talks,7,0.007,7,0.007,1000
queer,7,0.007,7,0.007,1000
g7,7,0.007,7,0.007,1000
million,7,0.007,7,0.007,1000
event,7,0.007,7,0.007,1000
