term,count
harri,797
walz,627
kamala,473
trump,473
olympic,343
county,254
watch,246
biden,214
school,200
police,196
naturalnews.com,166
city,155
report,151
american,150
campaign,149
pick,141
stock,133
fire,131
market,127
back,125
arrested,122
israel,122
attack,116
gold,116
debby,115
crash,108
time,108
vance,108
video,107
photo,105
election,104
pari,101
brief,100
media,100
down,99
democrat,98
august,92
president,86
service,85
former,84
house,84
record,84
storm,84
national,81
rally,81
football,79
shooting,74
week,74
woman,70
plan,69
running,69
million,67
help,64
world,62
death,61
court,59
military,59
claim,54
group,54
high,53
york,52
america,51
iran,51
white,51
people,50
killed,49
medal,49
team,48
dead,47
power,47
student,47
event,45
fall,45
west,45
game,43
need,43
open,43
free,42
illegal,42
mate,42
minnesota,42
voter,40
abortion,39
charged,39
official,39
right,39
rule,39
basketball,38
community,38
family,38
florida,37
health,36
poll,36
anti,35
