term,count
trump,196
black,186
city,177
october,154
people,151
week,141
share,139
time,139
school,127
west,119
election,107
right,100
album,94
kanye,94
game,93
court,91
review,87
open,86
world,85
health,84
student,84
deal,82
death,82
back,81
watch,81
star,78
video,76
life,74
police,72
covid,71
house,69
song,65
family,62
county,61
down,59
republican,59
abortion,58
season,56
need,55
plan,55
ukraine,55
help,51
tour,48
biden,46
change,46
debate,44
public,44
report,44
music,43
race,43
release,42
women,42
council,41
good,40
work,39
worker,39
face,38
live,37
million,37
supreme,36
american,35
high,35
attack,34
story,34
amazon,32
coming,32
single,32
vote,32
book,31
community,31
anti,30
president,30
climate,29
free,29
money,28
party,28
philly,27
judge,26
month,26
park,26
group,25
history,25
jone,25
price,25
shooting,25
