term,count
biden,433
county,326
school,254
video,197
police,192
watch,183
city,181
democrat,179
photo,178
week,171
fire,169
report,160
abortion,158
american,157
crash,144
student,135
election,130
woman,128
covid,127
fall,122
high,121
arrested,120
shooting,119
back,112
football,109
ukraine,109
trump,108
open,105
time,105
house,97
right,93
kansa,91
killed,91
republican,91
west,91
down,89
help,89
people,89
plan,87
record,86
million,82
poll,82
florida,79
game,79
voter,77
media,76
family,74
season,74
life,72
midterm,69
nebraska,67
need,63
vote,63
candidate,62
colorado,59
campaign,57
senate,57
military,56
october,54
dead,53
found,53
inflation,53
race,52
white,52
breaking,50
death,50
month,49
former,45
halloween,43
official,43
children,40
event,39
lincoln,39
live,39
morning,38
south,38
court,37
power,37
change,36
return,36
shot,35
face,34
charge,33
charged,33
market,33
sentenced,33
price,32
