term,count
trump,264
house,205
october,188
black,165
time,158
week,148
mccarthy,129
world,129
city,128
speaker,125
right,123
video,123
israel,119
school,116
watch,115
people,112
back,101
climate,100
court,100
police,98
trial,91
fall,87
attack,86
american,84
season,83
book,80
report,78
album,77
open,77
need,71
health,67
history,67
kevin,67
life,65
game,61
million,61
donald,60
help,60
music,60
biden,59
strike,58
student,57
hama,55
republican,54
york,54
share,53
nobel,51
tour,51
plan,50
live,48
star,47
down,46
worker,46
public,42
photo,41
love,38
prize,38
change,37
death,34
fraud,34
month,34
release,34
return,34
work,34
celebrate,32
night,32
review,31
care,29
supreme,29
fight,28
free,28
opening,28
woman,28
broadway,27
face,27
food,27
media,27
song,27
high,26
judge,26
support,26
women,26
