term,count
hurricane,206
trump,155
black,150
week,142
people,138
time,132
right,129
city,124
school,118
september,106
student,103
house,98
october,98
review,98
back,97
video,96
plan,93
florida,91
help,87
open,87
world,87
share,84
election,82
history,81
need,75
good,73
american,71
fall,70
book,67
health,63
live,61
police,61
album,59
climate,59
family,59
food,57
star,57
community,55
women,54
life,51
report,51
watch,50
ukraine,48
court,47
return,46
woman,46
republican,43
death,42
queen,42
abortion,41
texa,38
change,37
love,37
music,36
down,35
work,32
candidate,31
county,31
lgbtq,31
season,31
game,30
team,30
power,29
covid,28
million,28
company,27
service,27
single,27
bill,26
college,26
national,26
russia,26
play,25
release,25
weekend,25
local,24
anti,23
center,23
group,23
york,23
brooklyn,22
face,22
russian,22
