term,count
trump,265
time,158
people,149
city,144
black,131
week,118
back,117
health,105
star,104
texa,104
bill,99
video,99
house,95
school,95
right,94
santo,93
world,86
life,84
george,81
help,76
watch,76
hall,73
shooting,72
music,68
american,63
biden,63
game,61
tear,61
open,60
change,59
plan,59
down,58
million,55
court,54
good,54
history,53
report,53
police,51
public,50
food,47
election,46
event,46
town,46
family,45
little,45
care,44
tour,44
live,43
love,42
share,42
need,41
student,40
charge,39
zelda,39
kingdom,37
season,37
summer,37
album,36
fight,36
song,35
community,34
street,34
face,33
title,33
weekend,32
work,32
award,31
republican,31
return,31
story,31
ukraine,30
center,29
debt,29
donald,29
york,29
sexual,28
book,27
migrant,27
photo,27
jean,26
climate,25
