term,count
biden,528
county,336
police,237
house,233
american,208
trump,201
school,193
city,177
watch,172
naturalnews.com,165
ukraine,165
white,162
time,158
desanti,141
found,137
report,129
video,126
fire,125
arrested,123
photo,122
media,118
woman,115
shooting,110
july,107
family,106
service,106
back,105
abortion,103
court,99
florida,99
killed,99
million,97
week,97
bill,96
down,96
suspect,90
military,88
nato,87
death,86
student,85
tucker,85
former,84
republican,81
people,80
child,78
kansa,76
crash,72
dead,72
plan,72
storm,72
cocaine,64
investigation,64
judge,64
face,63
heat,61
high,61
claim,60
freedom,60
help,60
official,60
west,57
democrat,55
charged,53
right,52
murder,51
director,48
road,48
sound,48
charge,47
chief,47
president,47
secret,47
star,47
summer,47
life,46
prison,46
company,45
free,45
teen,44
biden',43
change,43
fall,43
accused,42
water,42
need,40
china,39
covid,38
girl,38
california,37
defense,37
open,37
hunter,36
vehicle,36
world,36
reveal,35
