term,count
israel,1017
hama,910
attack,379
biden,333
american,259
county,253
school,248
israeli,246
gaza,243
week,210
house,206
watch,204
police,191
football,179
report,158
student,156
terrorist,154
time,149
city,143
photo,142
support,136
speaker,134
trump,132
high,127
fire,118
back,116
naturalnews.com,111
palestinian,109
killed,108
video,108
death,105
iran,105
game,91
people,91
woman,90
open,88
west,86
baby,85
help,79
fall,78
live,78
republican,78
crash,76
billion,73
hostage,73
family,72
arrested,71
down,70
media,70
dead,68
face,68
terror,66
group,62
court,61
south,61
president,59
black,56
shooting,56
center,55
right,55
plan,54
community,51
desanti,51
former,51
east,50
strike,50
democrat,49
nebraska,49
world,49
breaking,48
return,48
found,46
update,46
claim,45
life,45
border,44
charge,43
middle,43
october,43
murder,42
anti,41
officer,40
election,39
kansa,39
team,39
military,38
season,38
scalise,36
colorado,35
health,35
need,35
florida,34
official,34
race,34
shot,34
player,33
