term,count
christma,593
trump,498
holiday,356
biden,333
colorado,276
county,241
court,238
watch,225
police,203
ballot,202
school,198
report,179
city,167
video,165
woman,163
crash,141
high,138
supreme,137
border,134
million,130
israel,126
time,122
hama,121
family,120
naturalnews.com,117
people,116
american,115
back,112
arrested,111
florida,111
fire,110
shooting,110
texa,102
north,100
gift,98
down,95
help,95
house,95
stock,94
carolina,88
open,82
bill,81
killed,81
season,78
found,73
charged,72
former,72
democrat,70
need,70
child,69
week,68
dead,67
football,66
president,66
life,65
photo,65
attack,64
election,62
york,62
record,61
santa,59
death,54
shot,52
college,51
student,49
kansa,46
illegal,45
star,44
university,44
south,43
poll,40
west,40
public,39
anti,38
migrant,38
right,38
center,36
military,36
deal,35
desanti,35
game,34
plan,34
ruling,34
december,32
gaza,32
