term,count
israel,303
gaza,277
trump,231
house,212
hama,189
black,181
speaker,174
time,146
people,141
world,128
october,127
mike,122
halloween,118
israeli,106
back,104
city,103
week,103
game,98
republican,98
school,98
student,97
video,97
johnson,93
election,92
court,84
health,82
palestinian,82
police,81
season,80
down,79
right,73
life,68
open,67
watch,65
album,64
need,62
family,59
history,59
american,58
judge,56
shooting,56
million,55
biden,54
star,53
death,52
help,52
deal,50
share,50
york,50
plan,49
strike,49
fire,48
report,46
county,44
donald,44
book,43
live,43
music,42
night,42
celebrate,41
attack,40
dead,40
woman,40
return,39
climate,38
change,37
community,37
face,36
photo,34
support,34
group,33
maine,33
review,33
trial,33
denver,32
former,30
good,30
park,29
fight,28
long,27
story,27
tour,27
